AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
GE-50288-10,1,Japanese American National Museum,General Museum,Los Angeles,CA,90012-3911,USA,34,34.050210,-118.238920,7/1/2010 12:00:00 AM,2010,Toward Justice for All: Learning from the Japanese American World War II Experience,America's Historical and Cultural Organizations: Planning Grants,Public Programs,50000.0000,0.0000,50000.0000,0.0000,50000.0000,0.0000,9/1/2010 12:00:00 AM,8/31/2011 12:00:00 AM,Toward Justice for All: Learning from the Japanese American World War II Experience is the Japanese American National Museum's new permanent exhibition that will provide a complex view of the diverse experiences of Japanese Americans during World War II and the many points of intersections between individuals and communities created by this event. This innovative exhibition will illuminate the challenges of realizing democracy in a diverse society and show how the Japanese American World War II experience continues to impact the development of democracy in America.,Planning of a new long-term exhibition exploring the diverse experiences of Japanese Americans during World War II.,"Interdisciplinary Studies, General",0,,2,John Esaki [Project Director]; Lisa Sasaki [Project Director],1,"Interdisciplinary Studies, General"
GE-50301-10,1,International Coalition of Historic Site Museums of Conscience,National Organization,New York,NY,10001-5822,USA,12,40.74769,-73.9929,7/1/2010 12:00:00 AM,2010,Immigration Sites of Conscience,America's Historical and Cultural Organizations: Planning Grants,Public Programs,50000.0000,0.0000,50000.0000,0.0000,50000.0000,0.0000,10/1/2010 12:00:00 AM,9/30/2011 12:00:00 AM,"The International Coalition of Sites of Conscience seeks support for the Immigration Sites of Conscience, a network of 20 museums that use their historical scholarship to launch new public dialogues on immigration past and present. Member museums represent diverse immigration histories, from Ellis Island to the Japanese American National Museum. They are joined by 6 civil rights history museums, like the National Civil Rights Museum, dedicated to including African American audiences in immigration dialogue. These museums bring a wealth of historical experiences and stories that provide critical perspective on different experiences of immigration to build dialogue across difference. The Planning Grant will support a team of history museums, humanities scholars, dialogue facilitators, and media designers to plan new dialogue programs; on-site installations; and an on-line forum that will use diverse immigration histories to link communities into a national conversation on immigration.","Planning of nationwide public dialogues on immigration, past and present, both online and onsite at historic sites and museums that interpret immigration history.",Museum Studies or Historical Preservation,0,,2,Liz Sevcenko [Project Director]; Elizabeth Silkes [Project Director],1,Museum Studies or Historical Preservation
GE-50316-10,1,Gilder Lehrman Institute of American History,University,New York,NY,10036-5900,USA,12,40.75511,-73.98047,7/1/2010 12:00:00 AM,2010,"The Freedom to Move: Addressing Immigration, Emigration, and Forced Migration in U.S. History",America's Historical and Cultural Organizations: Planning Grants,Public Programs,42940.0000,0.0000,42940.0000,0.0000,42940.0000,0.0000,9/1/2010 12:00:00 AM,8/31/2011 12:00:00 AM,"The Freedom to Move: Addressing Immigration, Emigration and Forced Migration in U.S. History is a planning grant from September 2010-August 2011 that draws upon recent historical scholarship to develop an interactive traveling exhibition and a web site that will allow visitors to confront the universal human experiences of searching for work, making secure homes, and enjoying freedom and safety, and to consider why migration so often generates controversy and alarm in a nation that prides itself on being a ""Nation of Immigrants."" It will invite viewers to think about how migrations -- by choice and by coercion -- are motivated and to ponder whether and how nations can shape, limit, or force the choices of millions of individuals. The planning process will include meetings of scholars to plan and refine questions and content, archival research, design of interpretive and interactive formats, and a recruitment plan for libraries, leading to an implementation proposal.",Planning of a traveling exhibition and a companion website that examine migration and mobility as enduring themes in U.S. history.,U.S. History,0,,1,Susan Saidenberg [Project Director],1,U.S. History
GE-50318-10,1,Museum Associates,Art Museum,Los Angeles,CA,90036-4504,USA,30,34.06287,-118.3592,7/1/2010 12:00:00 AM,2010,Children of the Plumed Serpent: Art and Ritual of Mesoamerica's Late Antiquity,America's Historical and Cultural Organizations: Planning Grants,Public Programs,40000.0000,0.0000,40000.0000,0.0000,40000.0000,0.0000,9/1/2010 12:00:00 AM,8/31/2011 12:00:00 AM,"The Los Angeles County Museum of Art (LACMA) is requesting a $40,000 planning grant from the National Endowment for the Humanities to support the planning and development of a major traveling exhibition, Children of the Plumed Serpent: Art and Ritual of Mesoamerica's Late Antiquity. With its accompanying scholarly catalogue and multiple interpretive programs, this exhibition will be the first systematic investigation of the diversity of cultural and artistic traditions in Mesoamerica during the period referred to as Postclassic (AD 1000-1521) in the archaeological literature. Extending its reach into the present day, the exhibition's innovative approach illuminates the social and cultural complexities of late pre-Columbian and early colonial eras as expressed in the art of the period and examines the enduring nature of these complexities in contemporary Mesoamerican societies.","Planning of a traveling exhibition, a catalog, and programs on the cultural and artistic traditions in Mesoamerica during the Postclassic period (AD 1000-1521) and their transformation through the Colonial period to the present.",Art History and Criticism,0,,2,Virginia Fields [Project Director]; Victoria Lyall [Project Director],1,Art History and Criticism
GI-50237-10,1,Minnesota Historical Society,Historical Society,St. Paul,MN,55102-1903,USA,4,44.94977,-93.10555,7/1/2010 12:00:00 AM,2010,The 1968 Project,America's Historical and Cultural Organizations: Implementation Grants,Public Programs,850000.0000,0.0000,850000.0000,0.0000,850000.0000,0.0000,10/1/2010 12:00:00 AM,9/30/2013 12:00:00 AM,"The Minnesota Historical Society (MHS) seeks support from the National Endowment for the Humanities' Chairman's Special Award program in the amount of $1,000,000 to implement The 1968 Project exhibition. In partnership with three other leading historical institutions-the Atlanta History Center, the Chicago History Museum, and the Oakland Museum of California-MHS has conducted a nationwide search for stories, images and objects that illuminate the great and small events of 1968. Products of this documentary project will include a travelling exhibition, a Website, and public and educational programs. The budget for the exhibition, estimated at $2,325,000 will be raised from a combination of public, foundation, and corporate sponsorship sources.","Implementation for a traveling exhibition, a website, and public programs about Americans in the 1960s with a projected opening date of October 2011.",U.S. History,0,,1,Brian Horrigan [Project Director],1,U.S. History
GI-50242-10,1,Unity Productions Foundation,Non-Profit Educational Center,Silver Spring,MD,20910-4450,USA,8,38.99723,-77.02195,7/1/2010 12:00:00 AM,2010,Prince Among Slaves: The Cultural Legacy of Enslaved Africans,America's Historical and Cultural Organizations: Implementation Grants,Public Programs,350000.0000,0.0000,350000.0000,0.0000,350000.0000,0.0000,8/1/2010 12:00:00 AM,1/31/2012 12:00:00 AM,"An award-winning NEH-supported documentary film, Prince Among Slaves (broadcast nationally on PBS in February, 2008) will serve as the centerpiece for launching a series of fifteen public screening-and-lecture events as well as an interactive website designed to facilitate small group dialogues on the many humanities themes raised by the film. Anchored in the public square and globalized on the Internet, this project, called Dialogue in the Humanities, will reach a large, diverse audience, deepening public understanding about the impact and legacy of American cultural and religious history in the antebellum era, and its influences on our pluralistic society today.","Implementation of a series of film screening and discussion programs in 15 cities, accompanied by an interactive website and a CD-ROM exploring the humanities issues raised by Prince Among Slaves, an NEH-funded documentary film.",U.S. History,0,,1,Alexander Kronemer [Project Director],1,U.S. History
GI-50243-10,1,"Thomas Jefferson Foundation, Inc.",Historical Site/House,Charlottesville,VA,22902-0316,USA,5,38.02405,-78.49146,7/1/2010 12:00:00 AM,2010,Mulberry Row and the Landscape of Slavery at Jefferson's Monticello,America's Historical and Cultural Organizations: Implementation Grants,Public Programs,280000.0000,100000.0000,280000.0000,100000.0000,380000.0000,0.0000,9/1/2010 12:00:00 AM,4/30/2013 12:00:00 AM,"Thomas Jefferson is one of our nation's most influential figures; his complexity and contradictions embody the paradox of his time -- the promise of liberty in an age marred by slavery. The Thomas Jefferson Foundation (TJF) seeks to provide a more comprehensive understanding of Jefferson and Monticello by focusing attention on life and work at Jefferson's plantation, home to Jefferson and his family and many enslaved people. This project will explore plantation life, the lives of individuals and families, and aspects of the institution of slavery as they existed at Monticello as well as in the broader historical context of Jefferson's era. Its insights will reach millions of people through a permanent exhibition of 17 interpretation stations enhanced by sound, podcasts, supporting materials on the Web site, two on-site interactive computers, educational materials, staff training, and public programs. ","Implementation of 17 interpretive stations along Mulberry Row where enslaved people lived and worked at Monticello with emphasis on individuals, families, and work in the context of Jefferson's era.",U.S. History,0,,1,Susan Stein [Project Director],1,U.S. History
GI-50246-10,1,University of Vermont,Four-Year College,Burlington,VT,05405-0160,USA,1,44.47823,-73.20069,7/1/2010 12:00:00 AM,2010,Interpreting the Interstates: How Highways Changed Rural America's Sense of Place,America's Historical and Cultural Organizations: Implementation Grants,Public Programs,200000.0000,0.0000,200000.0000,0.0000,200000.0000,0.0000,10/1/2010 12:00:00 AM,9/30/2013 12:00:00 AM,"Interpreting the Interstates seeks to understand the impact of Interstate Highways on the culture and history of Rural America. Its core is a unique collection of 36,655 large-format negatives taken before, during, and after construction of the Interstates in Vermont, the Nation's most rural state. During year 1, we will make 10,000 of these rarely-seen images public through an established digital image archive, the Landscape Change Program. In year 2, we will use images as catalysts for public discourse at town gatherings. In year 3, we will disseminate our findings widely and stimulate public discussion using 1) a flexible modular exhibit reaching much of the State's populace at non-traditional venues: 20 county fairs, 18 libraries, & 17 rest areas. 2) permanent interpretive signs at rest stops along Vermont's Interstate Highways to reach millions of tourists who yearly visit Vermont on the Interstate, and 3) a book and interactive web presence for national dissemination.","Implementation of a multiformat project analyzing the history of interstate highways in Vermont (1956-80). Formats would include an interactive website, a banner exhibition, permanent roadside signage, a book, and public programming.","Interdisciplinary Studies, General",0,,1,Paul Bierman [Project Director],1,"Interdisciplinary Studies, General"
GI-50262-10,1,Folger Shakespeare Library,Independent Research Library,Washington,DC,20003-1004,USA,1,38.889900,-77.000050,7/1/2010 12:00:00 AM,2010,Manifold Greatness: The Creation and Afterlife of the King James Bible,America's Historical and Cultural Organizations: Implementation Grants,Public Programs,626964.0000,0.0000,545202.0700,0.0000,545202.0700,0.0000,9/1/2010 12:00:00 AM,8/31/2013 12:00:00 AM,"The Folger Shakespeare Library, in partnership with Oxford University's Bodleian Library, will mark the 400th anniversary of the publication of the King James Bible with a major exhibition entitled Manifold Greatness: The Creation and Afterlife of the King James Bible. The exhibition will open at the Folger in September 2011 and travel to the Harry Ransom Center at the University of Texas at Austin in spring 2012. During 2011 and 2012, the American Library Association will also tour a fourteen-panel exhibition of Manifold Greatness to 40 libraries. Although the King James Bible is one of the most-read texts in the English language, the public is largely unaware of its complex history. This project, which will include approximately 100 rare artifacts from the rich early modern collections of the Folger and the Bodleian, will tell the story of the conception, creation, and far-ranging impact of the King James Bible.","Implementation of a traveling museum exhibition and a traveling library panel exhibition, public programs, and a website on the history and influence of the King James version of the Bible.","Interdisciplinary Studies, General",0,,1,Stephen Enniss [Project Director],1,"Interdisciplinary Studies, General"
BP-50211-10,1,"Friends of the Cumbres and Toltec Scenic Railroad, Inc.",Historic Preservation Organization,Albuquerque,NM,87109-2523,USA,1,35.14462,-106.58063,7/1/2010 12:00:00 AM,2010,Interpreting Steam-Era Mountain Railroading in North America: The Denver & Rio Grande-San Juan Extension,Interpreting America's Historic Places: Planning Grants,Public Programs,40000.0000,0.0000,40000.0000,0.0000,40000.0000,0.0000,10/1/2010 12:00:00 AM,9/30/2011 12:00:00 AM,"The Friends of the C&TSRR, a non-profit 50l(c)(3)dedicated to preserving and interpreting the Cumbres & Toltec Scenic Railroad (C&TSRR), seeks NEH funding for advancing its interpretive programs in the amount of $74,100 which would provide a substantial share of the resources required to complete the schematic design phase of a permanent exhibition planned for a proposed Railroad Visitor Center in Chama, NM; and to acquire the humanities expertise necessary to further develop and implement interpretive content and planning for this and other key sites along the C&TSRR's 64-mile route winding through the San Juan Mountains of Northern NM and Southern CO. The C&TSRR is a designated National Park Service National Historic Site. The C&TSRR, successor to the original Denver & Rio Grande Railroad-San Juan Extension built in 1880, operates today as a 64-mile ""living museum"" - a coal-fired, steam-powered narrow gauge railroad between Chama, NM and Antonito, CO.",Planning of a long-term actual exhibition and a digital exhibition about the economic and cultural significance of a historic steam-powered railroad operating in northern New Mexico and southern Colorado.,Museum Studies or Historical Preservation,0,,1,Tim Tennant [Project Director],1,Museum Studies or Historical Preservation
BP-50223-10,1,Montpelier Foundation,Historical Site/House,Orange,VA,22960-0551,USA,7,38.154430,-77.965410,7/1/2010 12:00:00 AM,2010,Enhancing Montpelier's Visitor Experience: James Madison and the Creation of the Constitution,Interpreting America's Historic Places: Planning Grants,Public Programs,74894.0000,0.0000,74894.0000,0.0000,74894.0000,0.0000,9/1/2010 12:00:00 AM,12/31/2011 12:00:00 AM,"The Montpelier Foundation seeks support from NEH to broaden the interpretation of Montpelier to include a deeper understanding of James Madison's role in the creation of the U.S. Constitution. The goal is to develop a meaningful and engaging core visitor experience, employing technology and creative interpretive techniques to fully realize the educational potential of Montpelier as the home of James Madison, ""Father of the Constitution,"" and a place important to America's founding. With NEH support, Foundation staff will work with Montpelier's Interpretation Advisory Committee (IAC), a volunteer peer review body of experts and constitutional scholars; an exhibit planning firm; and a professional evaluation and research specialist. A collaborative process will allow for review and adjustment of Montpelier's interpretive programs, including guide training, based on committee members' areas of expertise, professional advice, and visitor feedback.","Planning for the enhanced interpretation of Montpelier, the home of James Madison.",Museum Studies or Historical Preservation,0,,2,Lynne Hastings [Project Director]; Megan Kennedy [Project Director],1,Museum Studies or Historical Preservation
BP-50230-10,1,"CUNY Research Foundation, Hunter College",Four-Year College,New York,NY,10065-5024,USA,12,40.76899,-73.96524,7/1/2010 12:00:00 AM,2010,Roosevelt House at Hunter College: Rediscovering the Legacy of Franklin and Eleanor Roosevelt in their New York City Home,Interpreting America's Historic Places: Planning Grants,Public Programs,40000.0000,0.0000,40000.0000,0.0000,40000.0000,0.0000,9/1/2010 12:00:00 AM,12/31/2011 12:00:00 AM,"Hunter College of the City University of New York seeks a National Endowment for the Humanities planning grant of $40,000 to help cover approximately half the anticipated costs associated with planning and launching a project aimed at interpreting and re-examining the legacy of Franklin and Eleanor Roosevelt in the unique setting of their former New York City home -- a double townhouse located at 47-49 East 65th Street in Manhattan's Upper East Side, known as Roosevelt House. This project will result in a master interpretive plan for Roosevelt House that combines thematic exhibitions, public programs, educational materials and web-based content to deepen historic interest in the Roosevelts, illuminate previously unknown aspects of their lives, and examine the relevance of their achievements to current social and political issues.","Planning for interpretation of the legacy of Franklin and Eleanor Roosevelt at their New York City townhouse, with emphasis on how their years in the city shaped their policies on the national stage, and to include exhibits, public programs, conferences, school programs, book discussions, lectures, seminars, and a website.",U.S. History,0,,1,Deborah Gardner [Project Director],1,U.S. History
BP-50235-10,1,Cincinnati Museum Center,General Museum,Cincinnati,OH,45203-1118,USA,1,39.108790,-84.532390,7/1/2010 12:00:00 AM,2010,"Ahead of Our Time: Interreligious Cooperation, Gender, Race, and Labor at Cincinnati's Union Terminal",Interpreting America's Historic Places: Planning Grants,Public Programs,40000.0000,0.0000,40000.0000,0.0000,40000.0000,0.0000,10/1/2010 12:00:00 AM,6/30/2012 12:00:00 AM,"Cincinnati Museum Center requests a planning grant through Interpreting America's Historic Places to fund ""Ahead of Our Time: Exploring Interreligious Cooperation, Gender, Race and Labor at Cincinnati's Union Terminal"" from 10/2010 to 9/2011. This project will interpret how Cincinnati's train station provides a powerful lens to examine how critical issues such as race, gender, labor and interreligious relations shaped our nation's development in the mid-20th century. In these areas, Union Terminal's policies were forward thinking and controversial. These themes will be explored through through historical exhibits concentrating on two concrete efforts: *Establishment and maintenance of the United Service Organization Troops in Transit Lounge at Union Terminal and Employment of African American men as Pullman Porters and Red Caps and their struggles for access to better jobs and pay through union organizing.","Planning of two long-term core exhibitions exploring how racial, gender, and labor issues influenced life at Cincinnati's Union Terminal, especially during the World War II era.",U.S. History,0,,2,Ruby Rogers [Project Director]; Linda Bailey [Project Director],1,U.S. History
BR-50115-10,1,Society for the Preservation of Weeksville/Bedford-Stuyvesant History,Historical Society,Brooklyn,NY,11213-2420,USA,9,40.674040,-73.925180,7/1/2010 12:00:00 AM,2010,Weeksville's Orientation Exhibition: Discovery through Points of Wonder,Interpreting America's Historic Places: Implementation Grants,Public Programs,100000.0000,30000.0000,49600.0000,0.0000,49600.0000,0.0000,10/1/2010 12:00:00 AM,6/30/2015 12:00:00 AM,"The Society for the Preservation of Weeksville and Bedford-Stuyvesant History, a.k.a. Weeksville Heritage Center (WHC), requests a grant for the fabrication and installation of our permanent visitor orientation exhibition titled ""Discovery through Points of Wonder."" This interactive exhibition will orient visitors to our campus and present information about the historic Weeksville community and the Historic Hunterfly Road Houses. The exhibition will immerse the visitor in the positive contributions everyday African Americans have made to the development of Brooklyn and the United States through objects from WHC's collection and digital interactive components. ""Discovery through Points of Wonder"" will open to the public with our new Education and Cultural Arts Building in October 2011.",The fabrication and installation of a new permanent visitor orientation exhibition at the Weeksville Heritage Center.,U.S. History,0,,4,Lyndsey Beutin [Project Director]; Cheryl McCourtie [Project Director]; Mary-Elizabeth Mitchell [Project Director]; Tia Harris [Project Director],1,U.S. History
GI-50275-10,1,Ohio State University Research Foundation,University,Columbus,OH,43210-1435,USA,3,40.0035,-83.01786,7/1/2010 12:00:00 AM,2010,The Ancient Ohio Trail: A Media-Enhanced Cultural Heritage Experience,America's Historical and Cultural Organizations: Implementation Grants,Public Programs,400000.0000,0.0000,400000.0000,0.0000,400000.0000,0.0000,9/1/2010 12:00:00 AM,12/31/2014 12:00:00 AM,"The ancient earthworks of Ohio remain undervalued as tourism assets even as they prepare for UNESCO World Heritage designation. The Newark Earthworks Center at Ohio State University and CERHAS at the University of Cincinnati are partnering to create multimedia resources that will present these sites in new ways: with layered interpretations spanning several humanities disciplines, digital reconstructions to enhance on-site visualization, and Native American perspectives and traditions. Our web-downloadable materials will draw on our (and our partner agencies') vast combined video interview archives, digital models, interactive exhibits, artifact collections, sites, and experts. ""Ancient Ohio Trail"" resources and events will help travelers to the earthworks appreciate their architecture, their meanings, their makers, and their multiple interpretive, historical, cultural, and landscape contexts, as never before.","Implementation of a website and ancillary downloadable materials interpreting the major earthworks of the Ohio River region, focusing especially on heritage driving tours.",U.S. History,0,,3,Richard Shiels [Project Director]; Marti Chaatsmith [Project Director]; Richard Shiels [Project Director],1,U.S. History
BR-50122-10,1,Brooklyn Navy Yard Development Corp.,Unknown,Brooklyn,NY,11205-1079,USA,7,40.6981,-73.9749,7/1/2010 12:00:00 AM,2010,"Brooklyn Navy Yard: Past, Present, and Future",Interpreting America's Historic Places: Implementation Grants,Public Programs,350000.0000,0.0000,336500.0000,0.0000,336500.0000,0.0000,1/1/2010 12:00:00 AM,12/31/2012 12:00:00 AM,"Todays Brooklyn Navy Yard is a rarity: a 19th-century citadel of the Industrial Revolution reincarnated as a model of clean industrial re-use in the 21st century. A historic national icon, the Yard has long been a mystery to its neighbors. Now, for the first time since 1801, BNYDC is inviting the public in and offering a unique and remarkable venue where the Yard can tell its many stories, most for the first time. On September 7, 2011 (Labor Day), BNYDC will open the Brooklyn Navy Yard Center at Building 92, a visitor center and home of a new exhibition, The Brooklyn Navy Yard: Past, Present, and Future. BNYDC seeks Interpreting America's Historic Places implementation support to complete detailed design and content development, fabrication, and installation of the exhibition: The Brooklyn Navy Yard: Past, Present and Future, and completion of three specific and complex components: 1. Interactive Map 2. Today's Yard Photomural and Embedded Video 3. Dry Dock Mutoscope ","Implementation of a long-term exhibition about the rise, decline, and successful redevelopment of the Brooklyn Navy Yard since the 17th century and the local and national importance of its people, labor skills, and products.",U.S. History,0,,1,Daniella Romano [Project Director],1,U.S. History
BR-50141-10,1,Lower East Side Tenement Museum,History Museum,New York,NY,10002-3102,USA,10,40.71864,-73.99009,7/1/2010 12:00:00 AM,2010,Minding the Store: Commerce and Community on the Lower East Side,Interpreting America's Historic Places: Implementation Grants,Public Programs,350000.0000,0.0000,350000.0000,0.0000,350000.0000,0.0000,9/1/2010 12:00:00 AM,2/28/2013 12:00:00 AM,"Minding the Store will broaden public understanding of American history and culture by educating visitors about how immigrant shopkeepers and their communities introduced practices and customs that challenged, accommodated, and helped reshape American society and its values. In Schneider's 1870s German lager bier saloon, visitors will learn how saloons served as community centers for German immigrants and sites of political activity, and how the German saloon influenced American leisure culture. In the 1890s home of kosher butcher Israel Lustgarten, visitors will learn how Jewish immigrants adopted American capitalism to serve the religious needs of their community, and how owning a business was a vehicle for economic and social mobility. In Max Marcus 1930's auction house and the media installation in that space, visitors will experience the ritual of buying and selling across the generations of storefronts housed at 97 Orchard Street. Minding the Store will open in January 2011.","Implementation of a permanent interpretation of lower-level spaces for living and commerce at 91 Orchard Street, including a saloon (1870, Germans), a kosher butcher store (1890, Eastern-European Jews), and an auction house (1930s, second-generation Jews), as key sites of immigrant Americanization.",U.S. History,0,,1,Annie Polland [Project Director],1,U.S. History
TD-50215-10,1,"Filmmakers Collaborative, Inc.",Four-Year College,Melrose,MA,02176-3933,USA,5,42.455970,-71.064770,7/1/2010 12:00:00 AM,2010,"Murder, Bribery, and Clarence Darrow: The Bombing of the Los Angeles Times",America's Media Makers: Development Grants,Public Programs,75000.0000,0.0000,75000.0000,0.0000,75000.0000,0.0000,9/1/2010 12:00:00 AM,6/30/2011 12:00:00 AM,"This is a request for a scripting grant to develop and write a 90-minute documentary film script about one of the most important episodes of the Progressive Era: the 1910 bombing of the Los Angeles Times building in which 21 men died, the trial of suspects James B. and John J. McNamara, and then the trial of their attorney, Clarence Darrow, for jury tampering. The film's central character is the protean and paradoxical Darrow himself - part hero, part fraud, part myth, yet all too human.","Development of a 90-minute documentary film about the 1910 bombing of the Los Angeles Times building and the bombing's aftermath, including the trial of two union activists for murder and the trial of attorney Clarence Darrow for jury tampering.",U.S. History,0,,1,Ben Loeterman [Project Director],1,U.S. History
TD-50218-10,1,Western New York Public Broadcasting Association,Radio Station,Buffalo,NY,14240-1263,USA,26,42.884960,-78.826640,7/1/2010 12:00:00 AM,2010,Frederick Law Olmsted: Designing America,America's Media Makers: Development Grants,Public Programs,65000.0000,0.0000,65000.0000,0.0000,65000.0000,0.0000,9/1/2010 12:00:00 AM,1/31/2011 12:00:00 AM,"This is a grant proposal for the scriptwriting phase of a 90-minute film about the life and work of Frederick Law Olmsted. He is known as the father of American landscape architecture; what is unknown to the viewing public is the fact that he had many different careers, trying (with frequent success) to reform 19th-century America in surprising ways. He succeeded mightily, changed the nation, and his concerns foretold the future; but he also struggled with failure, with loss, and with despair for much of his life. The project includes five short films about Olmsted parks for web distribution, a four-part radio series, a website, and more. With funding of $75,000 from the NEH, a $10,000 grant from the Massachusetts Humanities Foundation (secured in December 2009), and in-kind donations of $8,975, we will create a full film script, scout locations, assemble archival materials, and consult with scholars and advisors. This five-month project starts in September 2010.","Development of a 90-minute documentary exploring the life and career of landscape architect Frederick Law Olmsted, an accompanying website, and a four-part radio series.",U.S. History,0,,1,John Grant [Project Director],1,U.S. History
TD-50256-10,1,"Filmmakers Collaborative, Inc.",Four-Year College,Melrose,MA,02176-3933,USA,5,42.455970,-71.064770,7/1/2010 12:00:00 AM,2010,The Popular Romance Project: Exploring the Romance Novel from Multiple Perspectives Across Time and Culture,America's Media Makers: Development Grants,Public Programs,48000.0000,0.0000,48000.0000,0.0000,48000.0000,0.0000,9/1/2010 12:00:00 AM,2/29/2012 12:00:00 AM,"Though popular romance fiction readily adapts to new technologies and cultural concerns that vary over time, the impulse to tell stories about love is universal and timeless. With a variety of complementary, carefully integrated programs -- a documentary film for national television broadcast, an academic symposium, and a nationwide series of library discussion groups -- the Popular Romance Project will stir thoughtful reflection and widespread conversations about the popular portrayal of romance, examining the creation and consumption of popular romance novels and other forms of popular romance. Informed by the best scholarship in cultural history, literature studies, folklore, popular culture studies, anthropology, and new media, the project's partners will engage their overlapping audiences to promote critical dialogue as well as an accessible and engaging examination of the many roles romance novels play in our culture.","Final planning and scripting for a film, a symposium, and reading and discussion programs on how romance literature reflects universal themes of courtship, love, and intimacy.","Interdisciplinary Studies, General",0,,1,Laurie Kahn [Project Director],1,"Interdisciplinary Studies, General"
TD-50268-11,1,"Arts Engine, Inc.",Independent Production Company,New York,NY,10011,USA,11,Unknown,unknown,7/1/2010 12:00:00 AM,2010,The Search for General Tso,America's Media Makers: Development Grants,Public Programs,0.0000,39795.0000,0.0000,39779.1000,39779.1000,0.0000,9/1/2010 12:00:00 AM,9/30/2011 12:00:00 AM,"Arts Engine Incorporated, on behalf of Wicked Delicate Films and Jennifer 8. Lee, seeks a $39,795 grant to facilitate basic development of an 83-minute documentary, The Search for General Tso. The documentary, intended for theatrical release in 2012 and national broadcast on PBS in 2013, will be the first major on-screen exploration of Chinese food in America. The program sets out to follow fried chicken, fresh broccoli and steamed rice on a far-ranging trail: across the country in a diaspora that brought Chinese food to small towns and urban centers; back in time to the dish's origins at a New York restaurant; and around the world to the Hunan hometown of China's real and ruthless General Zuo Zongtang. Though told with warmth and humor, the scholarship behind the program's historical investigation is rigorous. In the story of General Zuo and General Tso's Chicken, we find a nuanced study of immigrant experience, and a unique window onto the process of cultural exchange. ","Development of an 83-minute documentary film and related materials that would use the history of the popular dish, General Tso's chicken, to examine broader issues in Chinese and American history.",U.S. History,0,,1,Curtis Ellis [Project Director],1,U.S. History
TD-50271-10,1,Kitchen Sisters Productions,Independent Production Company,San Francisco,CA,94133-5107,USA,11,37.796580,-122.405100,7/1/2010 12:00:00 AM,2010,Hidden Kitchens World,America's Media Makers: Development Grants,Public Programs,75000.0000,0.0000,75000.0000,0.0000,75000.0000,0.0000,9/1/2010 12:00:00 AM,8/31/2011 12:00:00 AM,"The Kitchen Sisters are seeking support to develop Hidden Kitchens World, a new multimedia series that explores life and culture through food across the globe. Inspired by the original NEH-funded NPR Hidden Kitchens series, this new on-air and online collaboration will feature stories exploring what people eat and grow, how food marks our sameness and differences, and how food culture adapts in the face of globalization, socioeconomic conditions and environmental changes. Each story will include perspectives and conversations with scholars, as well as video, music, photographs, curriculum and links to a curated library of social networks and resources relating to the themes raised within the stories. Funding from the NEH will help develop a multi-faced project featuring 12 stories on NPR and the BBC, 2 hour-long radio specials distributed nationwide, 12 podcasts, and a collaborative, humanities-rich website with audio, video, recipes, images and writings from around the world.","Development of 12 seven-minute radio segments, two hour-long radio specials, twelve podcasts and an interactive website that explore life and culture through food across the globe.",Media Studies,0,,1,Nikki Silva [Project Director],1,Media Studies
TR-50177-10,1,"City Lore, Inc.",University,New York,NY,10003-9345,USA,10,40.7239,-73.98969,7/1/2010 12:00:00 AM,2010,Superheroes!,America's Media Makers: Production Grants,Public Programs,800000.0000,0.0000,800000.0000,0.0000,675000.0000,125000.0000,9/1/2010 12:00:00 AM,3/31/2014 12:00:00 AM,"""Superheroes!"" will be the first public television documentary film series to chronicle the extraordinary characters that leapt from the pages of comic books to conquer the world's imagination. This three-part series explores how these ""disposable"" ten-cent graphic narratives, originally aimed at youngsters, exploded out of the Depression era and evolved into a modern American mythology and a multi-billion dollar entertainment industry.",The first episode in a series of three one-hour programs and a companion website on comic book heroes as reflections of American cultural values from 1938 to the present.,U.S. History,2,125000.00 [04/18/2013],1,Michael Kantor [Project Director],1,U.S. History
TR-50180-10,1,"Center for New American Media, Inc.",Independent Production Company,New York,NY,10018-3005,USA,12,40.755190,-73.991410,7/1/2010 12:00:00 AM,2010,Past/Present 1906: An Immersive History Game for the Internet,America's Media Makers: Production Grants,Public Programs,300000.0000,0.0000,300000.0000,0.0000,300000.0000,0.0000,9/1/2010 12:00:00 AM,4/30/2012 12:00:00 AM,"The Past/Present 1906 Game is a fully realized immersive 3-D ""virtual world"" in which a player can ""become"" a fictional character (called an avatar) who is caught up in the big issues of his or her time as experienced over a span of three ""days"" in their lives. We have conceived of this project with the twin purposes of increasing public awareness of a key moment in American history as well as helping to enhance popular understanding of the complex nature of historical inquiry.",Production of a computer game and an accompanying website about life in a New England mill town in 1906.,U.S. History,0,,1,Louis Alvarez [Project Director],1,U.S. History
