AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
PG-258407-18,1,University of South Dakota,University,Vermillion,SD,57069-2390,USA,1,42.782630,-96.925930,11/1/2017 12:00:00 AM,2017,Improving National Music Museum's Storage Conditions,Preservation Assistance Grants,Preservation and Access,5950.0000,0.0000,5950.0000,0.0000,5950.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"The National Music Museum houses one of the world’s largest and most comprehensive collections of musical instruments and archival material (more than 15,000 objects from the 16th century to the present).  The grant will allows us, with proper conservation materials on hand, to rehouse objects more professionally following current best practices and to make possible a dedicated workspace for objects that are transitioning between exhibition and storage or that are being pulled from storage for study and cataloging. This area (and these new materials) will allow us to elevate our standards and procedures for packing and unpacking.","Purchasing preservation supplies and storage
furniture and rehousing a collection of 15,000 musical instruments and related
objects from both Western and non-Western cultures dating from the 16<sup>th</sup>
century through the present. The collection, which includes pre-1800
instruments by renowned European master instrument makers, including Antonio
Stradivari, and the Amati family, is used for teaching and research within the
university community, as well as for national and international exhibits. ","History, General",0,,1,Emanuele Marconi [Project Director],2,"Arts, General; History, General"
ZH-258412-18,1,DeKalb County Public Library,Public Library,Decatur,GA,30032-1328,USA,4,33.77137,-84.24433,11/1/2017 12:00:00 AM,2017,PRIME TIME Preschool,Humanities Access Grants,Challenge Programs,0.0000,50000.0000,0.0000,50000.0000,50000.0000,0.0000,5/1/2017 12:00:00 AM,9/30/2020 12:00:00 AM,"<p>DeKalb
County Public Library seeks to improve its early childhood&nbsp;<span style=""font-size: 13px;"">literacy delivery
model by implementing PRIME TIME Preschool. PRIME TIME Preschool introduces
young children (ages 3-5) and their parents’ families to the humanities and
literature through age-appropriate storytelling and literary exploration.</span></p>","The offering of<strong> </strong>PRIME TIME Preschool programs
in DeKalb County, Georgia.",Communications,0,,1,Gina Jenkins [Project Director],2,"Communications; Languages, General"
PG-258413-18,1,University of Missouri System,Four-Year College,Kansas City,MO,64110-2235,USA,5,39.034910,-94.578150,11/1/2017 12:00:00 AM,2017,Cuban Small Press Books Preservation,Preservation Assistance Grants,Preservation and Access,4448.0000,0.0000,3179.9600,0.0000,3179.9600,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"In 2016, the University of Missouri-Kansas City received a donation of 129 Cuban Small Press Books from Jeanne Drewes, Chief of Binding and Collections Care in the Preservation Directorate at the Library of Congress, which she has collected over a number of years in her travels to Cuba. The limited edition art books published by Ediciones Vigia are hand-assembled by collective members.  Because of the paucity of materials available in Cuba, the materials used to construct these works of art are whatever the collective members can glean from their environment.  By her own admission, Ms. Drewes recognizes the preservation nightmare these beautiful works pose.  The books vary in size and shape and have loose or protruding components adhered to the cover.  These books require individual boxes for protection.  Ms. Drewes has not only donated the books but also her time and expertise to train an intern to construct customized boxes and trays.","A consultation with a preservation specialist and the purchase of preservation-quality supplies to rehouse the library’s Cuban Small Press Collection containing 129 hand-made art books created and assembled by the Ediciones Vigía art book and literary collective in Matanzas, Cuba.  The books reflect modern-day Cuban culture through their stories, poetry, and artwork, as well as through the materials used to create them, including paper made from the outer core of sugar cane.  The collection complements the strong interest and curriculum in book arts and book binding in the university’s departments of English and Art &amp; Art History.  Custom-built enclosures would protect the books from deterioration and ensure their long-term accessibility to researchers and students.",Hispanic American Studies,0,,1,Stuart Hinds [Project Director],3,"Arts, Other; Hispanic American Studies; Latin American Literature"
PG-258416-18,1,"Historical Society of Harford County, Inc.",Historical Society,Bel Air,MD,21014-3539,USA,1,39.53794,-76.35127,11/1/2017 12:00:00 AM,2017,Conservation and Preservation Plan for the Dr. Percy V. Williams Collection,Preservation Assistance Grants,Preservation and Access,6000.0000,0.0000,6000.0000,0.0000,6000.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"The Historical Society of Harford County, Inc. is requesting funds to hire a conservation consultant to examine the Papers of Dr. Percy V. Williams, a prominent African-American educator, and create a plan for their conservation and preservation. The collection consists of nine boxes of papers, photographs, and other materials and includes personal and professional items related to Dr. Williams' career as an educator before, during, and after the desegregation of the Harford County Public Schools.      Upon the Society's receipt of the items, it was discovered that the papers had been exposed to elements that encouraged the growth of mold, which had then spread throughout the collection. The Society is not equipped to safely work with this collection or make it accessible to the public and requires a plan for the conservation treatment and preservation of these items.","<p>The
assessment of nine boxes of photographs, manuscripts, and other documents constituting
the Dr. Percy V. Williams Collection. The project will be undertaken by staff
at the Conservation Center for Art and Historic Artifacts who would rehouse the
materials to address mold contamination, conduct a condition assessment, and
develop a stabilization plan for the historical society. Materials in the Dr.
Percy V. Williams Collection include first-hand accounts and government
documents pertaining to race relations and the eventual desegregation of the
Harford County, Maryland, public school system, which are currently
inaccessible to researchers or the general public due to their condition. </p>
<p><strong></strong></p>",African American History,0,,1,Maryanna Skowronski [Project Director],2,African American History; U.S. History
PG-258417-18,1,Fairchild Tropical Botanic Garden,Natural History Museum,Coral Gables,FL,33156-4233,USA,27,25.672890,-80.278240,11/1/2017 12:00:00 AM,2017,Planning for the future of the Fairchild Archives,Preservation Assistance Grants,Preservation and Access,5890.0000,0.0000,5890.0000,0.0000,5890.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"The Fairchild Archives serve as the cornerstone of the institutional knowledge of Fairchild Tropical Botanic Garden. By maintaining the work of Dr. David Fairchild and other accomplished plant explorers, the archives are fundamental for understanding the history of exploration, introduction, and breeding of plants. The archives have directly served scholarly articles in affiliation with colleges and universities in numerous ways. Furthermore, the archives are often the basis of  popular articles found in Fairchild’s publication “The Tropical Garden.” In order to maintain the collections, a professional consultation for a preservation assessment is critical for making decisions as we move forward. With both staff changes and planned building renovations, the time for a preservation assessment is now. This grant application requests to funds for such a preservation assessment.","A preservation assessment for the Fairchild Archives, comprising 150,000 documents, 30,000 photographs, and audiovisual recordings depicting the history of botany in in the southeastern United States and the Bahama Archipelago. The collection includes the papers of noted plant explorer David Fairchild and several other prominent plant taxonomists, illustrators, and growers. Highlights include sources documenting the history of the mango and avocado industries in the United States as well as handwritten field notes and photos chronicling the flora and topography of the Florida Everglades in the early 1900s.",History of Science,0,,1,Brett Jestrow [Project Director],1,History of Science
PE-258419-18,1,University of Delaware,University,Newark,DE,19711-3651,USA,1,39.68089,-75.76494,11/1/2017 12:00:00 AM,2017,Preservation and Access Education and Training Grants,Preservation and Access Education and Training,Preservation and Access,150000.0000,25000.0000,150000.0000,25000.0000,175000.0000,0.0000,7/1/2018 12:00:00 AM,6/30/2020 12:00:00 AM,"This proposal to the National Endowment for the Humanities seeks $200,000 to support the education and training of ten Master-level students over a two-year period. Grant funds will provide stipends for fellows in the disciplines of objects, paper, photographs, or textiles, and include sub-specialties such as modern and contemporary art, time-based media, and preventive conservation.",Graduate education in the conservation of humanities collections. Support would be provided for partial stipends to ten students over two years as well as honoraria for special guest lecturers.,"Arts, Other",0,,1,Debra Norris [Project Director],1,"Arts, Other"
PE-258421-18,1,Foundation for Advancement in Conservation,National Organization,Washington,DC,20005-1704,USA,1,38.90483,-77.03469,11/1/2017 12:00:00 AM,2017,Professional Development for Conservators: Providing Preservation and Access for the Humanities,Preservation and Access Education and Training,Preservation and Access,208000.0000,0.0000,208000.0000,0.0000,208000.0000,0.0000,1/1/2018 12:00:00 AM,12/31/2019 12:00:00 AM,"The Foundation of the American Institute for Conservation of Historic and Artistic Works (FAIC) seeks funding to support 11 presentations of 9 courses over a two-year period.  This initiative is part of FAIC's program of professional development for conservators of cultural heritage, and builds on the successes and lessons learned from previous programs.  An estimated 287 conservators and allied professionals will participate.  20 scholarships will increase access for conservators in under-served regions through travel stipends.  Workshops will take place in # states and the District of Columbia.","<p>Mid-career
professional development through workshops offered around the country for conservation
professionals responsible for the care of humanities collections. Eleven
presentations of nine courses would be held over the two-year grant period,
reaching an estimated 287 conservators and allied professionals. Twenty travel
stipends would be awarded to participants from underserved areas. </p>","Interdisciplinary Studies, General",0,,1,Eric Pourchot [Project Director],1,"Interdisciplinary Studies, General"
PG-258424-18,1,"Jacksonville Public Libraries Foundation, Inc.",Public Library,Jacksonville,FL,32202-3505,USA,4,30.32918,-81.65859,11/1/2017 12:00:00 AM,2017,A Preservation Assessment of Jacksonville Public Library Special Collections,Preservation Assistance Grants,Preservation and Access,7000.0000,0.0000,7000.0000,0.0000,7000.0000,0.0000,2/1/2018 12:00:00 AM,7/31/2019 12:00:00 AM,"The Special Collections
Department of the Jacksonville Public Library owns print and non-print
materials related to local African American history, Genealogy, Federal
Documents, North Florida, composer Frederick Delius, and a variety of maps,
photographs and manuscripts. These materials are used to support the needs of
students, researchers and authors worldwide.&nbsp;
While many of the items are recent (19th-21st century), there are also
books published as early as the 1600's. The storage and handling conditions of
these older and delicate items are in need of professional evaluation. The
proposed project will involve 1) developing detailed plans for improving
storage of these collections; 2) assessing the conservation treatment needs of
selected items in the collections; 3) training Special Collections staff in
preservation basics and disaster preparedness and 4) implementing preventive
conservation strategies that ensure the safety, security and longevity of the
collections.","A preservation assessment and staff training in
preservation basics and disaster preparedness for local history materials in
Jacksonville, Florida.&nbsp; The collection comprises
books and documents about Florida. Some highlights include 14,000 photographs
and negatives from the estate of local photographer Loyd Sandgren; the papers
of Joseph Lee, an early black lawyer in the area, and David H. and Florida C.
Dwight, who sought to improve life for local African Americans in the first
half of the 20<sup>th</sup> century; genealogies focusing on the Southeastern
United States and the original colonies; censuses, city documents, military
rosters, pension records, and Spanish land grants; papers by Seminole Wars
participant Isaac Ogden; and materials related to composer Frederick Delius,
who lived in Jacksonville.&nbsp; The
collection is used by students, authors, newspaper columnists, genealogists, city
planners, historians, and the public.",U.S. History,0,,1,Laura Minor [Project Director],3,African American History; U.S. History; U.S. Regional Studies
PG-258427-18,1,"Stillwater, City of",State/Local/Federal Government,Stillwater,OK,74074-4449,USA,3,36.109590,-97.062540,11/1/2017 12:00:00 AM,2017,Stillwater Public Library Preservation Supplies Project,Preservation Assistance Grants,Preservation and Access,5547.0000,0.0000,5540.9400,0.0000,5540.9400,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"The Stillwater Public Library
owns a collection of directories, annuals, local organizations' archives,
Stillwater, Payne County, and Oklahoma history material and other archived
items that help detail the Stillwater area and the hundreds of thousands of
residents and students who have passed through our community.&nbsp; After receiving an NEH grant in 2017, along
with a grant from the Oklahoma Historical Records Advisory Board, library staff
created a secure storage and workspace for the collection. The present grant
request would provide supplies, so that staff may now continue the work of
preserving specific, prioritized items. The project also includes the
development of processing procedures for the collection's archive items, which
will be followed by Special Collections and Technical Services staff.","The purchase of preservation supplies for a collection
of 1,800 books and 3,200 scrapbooks, photographs, vertical files, maps,
pamphlets, booklets, and documents related to the history of Stillwater,
Oklahoma.&nbsp; Stillwater was the first
settlement in the Unassigned Lands of Oklahoma, the focus of white settlement
during the late 19<sup>th</sup> century “Boomer Movement,” and an important
part of the 1889 Land Run; it is now the home of Oklahoma State University, the
state’s only land grant university and its second largest.&nbsp; Items include agricultural census records; recently
discovered records of the United Spanish War Veterans and the Women’s Auxiliary
to the United Spanish War Veterans; city directories and high school annuals; photographs
and correspondence from one of Stillwater’s “First Families”; and archives of a
number of local clubs.&nbsp; The collection is
used by genealogists, historians, and educators researching African American
history, flooding, World War II veterans, local churches and organizations, historic
murders, local businesses, and local history.&nbsp;
Special collection materials have also been used to provide the Iowa
Tribe with never-before-seen photos of tribe members and documents from 1850 to
1930.",U.S. History,0,,1,Stacy DeLano [Project Director],1,U.S. History
PG-258429-18,1,Earlham College,Four-Year College,Richmond,IN,47374-4095,USA,6,39.825660,-84.918850,11/1/2017 12:00:00 AM,2017,Creating  Preservation Storage Plan for Lady Ta'an,Preservation Assistance Grants,Preservation and Access,4621.0000,0.0000,4047.7600,0.0000,4047.7600,0.0000,2/1/2018 12:00:00 AM,7/31/2019 12:00:00 AM,"The Joseph Moore Museum (JMM) at Earlham College (EC) seeks support to hire a conservator to design permanent, open storage housing for the museum’s mummy, Lady Ta’an. In 2007 a conservator identified climate control as a critical element in the conservation plan and set out a series of short, medium, and long term solutions. JMM staff implemented the short- and medium-term solutions. Designing a long-term storage solution is the next step and requires input from a qualified conservator who will consult with JMM staff and act as a liaison with designers. We cannot invest in conservation treatments without adequate, stable storage. Purchased in 1889 by EC’s fourth president, Lady Ta’an has been  displayed continuously and remains a significant draw for visitors. As a formative object of the collection, preserving Lady Ta’an is integral to preserving the museum’s history. The JMM’s humanities collections are used in many EC courses across all disciplines.","<p>Hiring
a conservator to design new permanent housing for the museum’s Egyptian mummy
from the Fayum Valley, known as Lady Ta’an, which has been a focal point of the
collection since 1889; the new housing will serve as the first step in a long-term
storage solution for the mummy, who has been identified by X-ray analysis as a
female in her early 20s. This project would facilitate further conservation
treatment and study of the mummy, including closer investigation of the body,
wrappings, and the painted coffin to provide relative dates and other
contextual information. The project would also improve visibility so that she
can be examined more thoroughly by other audiences and be better integrated
into the museum’s educational programs for both the college community and the
broader public.</p>
",Archaeology,0,,1,Ann-Eliza Lewis [Project Director],2,Anthropology; Archaeology
PG-258433-18,1,Institute of American Indian and Alaska Native Culture,Two-Year College,Santa Fe,NM,87508-1300,USA,3,35.585290,-106.008810,11/1/2017 12:00:00 AM,2017,Preserving the Records of the IAIA Museum of Contemporary Native Arts,Preservation Assistance Grants,Preservation and Access,3877.0000,0.0000,3877.0000,0.0000,3877.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"This grant proposal, “Supporting the Processing of the Records of the IAIA Museum of Contemporary Native Arts” (IAIA MoCNA) is aimed to purchase supplies necessary to appraise, arrange, preserve, and describe an important group of records from the world’s only museum dedicated to contemporary personal expression of American Indian artists, 1990-2012. The collection documents the activities, programs, and exhibitions of the museum and is significant to the humanities due to the museums unique mission, “dedicated to increasing public understanding and appreciation of contemporary Native art, history and culture through presentation, collection and acquisition, preservation, and interpretation.” Specifically, the project goal is to purchase necessary supplies for the rehousing of the collection during archival processing to be completed by IAIA archives staff.","The purchase of archival supplies for the rehousing of 95 cubic feet of institutional records that document the activities, exhibits, and programs of the Museum of Contemporary Native Arts at the Institute of American Indian and Alaska Native Culture.  Founded in 1962, the Institute is the only center of multi-tribal higher education in the United States and has fostered generations of students pursuing creative and intellectual engagement with native art and culture. The museum, which opened in 1973, is dedicated to exhibiting, collecting, and interpreting the work of contemporary Native artists.  The museum’s archival records support the study of humanities topics such as art and tribal education, 20th-century American art history, and the Native art movement and its themes of story-telling, landscape, and the environment.  They are used by faculty, students, curators, and scholars of Native contemporary art.",Art History and Criticism,0,,1,Ryan Flahive [Project Director],1,Art History and Criticism
PG-258435-18,1,"University of Arkansas, Fayetteville",University,Fayetteville,AR,72701-1201,USA,3,36.073260,-94.204800,11/1/2017 12:00:00 AM,2017,Disaster Response Workshop and Equipment Purchase,Preservation Assistance Grants,Preservation and Access,5996.0000,0.0000,5996.0000,0.0000,5996.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"The Libraries at the University of Arkansas, Fayetteville, house collections in Mullins Library, Special Collections, and the Fine Arts Library that are the focus of the project. These collections provide students, faculty, researchers, and the public with material covering a broad range of humanities subjects. Prominent collections include Arkansas and Ozarks history, the J. William Fulbright manuscripts, political manuscripts, rare books, architectural drawings, maps, and photographs. The grant will support a disaster response and recovery workshop conducted by a consultant, and the purchase of environmental monitoring equipment for use in the Libraries. The workshop will simulate an emergency to prepare participants to respond appropriately to an actual emergency; the Libraries will develop and implement an emergency response plan and policies. Monitoring equipment will provide baseline environmental measurements, and will ensure staff maintain proper collection conditions.","A disaster response and recovery workshop conducted by a preservation specialist, as well as the purchase of environmental monitoring equipment for the Mullins Library, which houses the university’s special collections of manuscripts, rare books, and photographs.  Items cover a range of topics, but focus on Arkansas history—from the papers of Governors Orval Faubus and David Pryor to the models, drawings, and photographs of prominent architects Fay Jones and Edward Durell Stone.  The special
collections unit fields 4,000 research requests annually from historians and students.  In an area susceptible to flooding, tornadoes, and high thunderstorm winds, the workshop would provide library staff with the hands-on training they need to handle wet materials and employ best practices for salvaging collections.","Interdisciplinary Studies, General",0,,1,Mary Leverance [Project Director],2,"Interdisciplinary Studies, General; Social Sciences, General"
ZH-258438-18,1,Wing Luke Memorial Foundation,General Museum,Seattle,WA,98104-2948,USA,9,47.597240,-122.323630,11/1/2017 12:00:00 AM,2017,Public Programming and Engagement at The Wing/Classrooms without Quizzes,Humanities Access Grants,Challenge Programs,0.0000,100000.0000,0.0000,100000.0000,100000.0000,0.0000,5/1/2017 12:00:00 AM,9/30/2020 12:00:00 AM,"The Wing Luke Museum will offer an increased number of free public readings, film screenings and discussions featuring a variety of authors, filmmakers and scholars who have been exploring the diverse Asian Pacific American immigrant experience to bring greater understanding to historic roots, socio-political issues today and ongoing identity formation.","<p>The Wing Luke Museum’s increase in the number of free public
readings, film screenings and discussions featuring a variety of authors,
filmmakers, and scholars who have been exploring the experiences of Asian
Pacific American immigrants.</p>
",Asian American Studies,0,,1,Vivian Chan [Project Director],3,Asian American Studies; Immigration History; U.S. History
PG-258446-18,1,Fort Fairfield Public Library,Public Library,Fort Fairfield,ME,04742-1160,USA,2,46.77206,-67.83307,11/1/2017 12:00:00 AM,2017,Fort Fairfield Public Library Town and County Historical Room Preservation Assessment,Preservation Assistance Grants,Preservation and Access,5915.0000,0.0000,5915.0000,0.0000,5915.0000,0.0000,5/1/2018 12:00:00 AM,10/31/2019 12:00:00 AM,"The Fort Fairfield Public
Library is applying for the Preservation Assistance Grant to assess the needs
and requirements to adequately care for and preserve the Jesse Drew Room
collection. This collection was first established in 1925 upon the death of
Col. Franklin M. Drew, who willed his entire library to the Fort Fairfield
Library in memory of his father Jesse Drew. This collection consists primarily
of Civil War era books, genealogy, state and local history books, originally
collected over the years by Col. Drew, as well as additional acquisitions
collected, purchased, or donated to the library. The collection houses over 2,000
books; local newspapers and school yearbooks and news; genealogy and cemetery
records and town reports, which date back to the mid to late 1800's to present
day. Many of the books in the collection are not known to be available anywhere
else in Maine or the northeast for research.","A preservation assessment for a collection of
over 2,000 books, newspapers, periodicals, and ephemera including early vital
records of many towns from around Maine; genealogical studies of local, state,
and Northeast region families; and county cemetery registers.&nbsp; Notable items include 19<sup>th-</sup>century
newspapers reporting marriages, births, and deaths from Fairfield, which is
located on the United States-Canadian border; town reports dating back to 1865;
and 70 years of Potato Blossom Festival brochures.&nbsp; The foundation of the collection is a 1925
donation by Col. Franklin Drew of an extensive Civil War-era book
collection.&nbsp; Materials are used for
historical and genealogical research across the United States and
internationally.&nbsp; ",Public History,0,,1,Jennifer Gaenzle [Project Director],2,"History, Other; Public History"
PG-258447-18,1,"Anthology Film Archives, Inc.",Archive,New York,NY,10009,USA,1,40.72649,-73.98101,11/1/2017 12:00:00 AM,2017,Anthology Film Archives'(AFA) Film and Video Cold Vault Storage Upgrade,Preservation Assistance Grants,Preservation and Access,6000.0000,0.0000,6000.0000,0.0000,6000.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"<p>Anthology Film Archives seeks funding to replace and upgrade
shelving for film print storage in its on-site film vault. Anthology's archive
maintains a collection of ca. 20,000 films and 5,000 videotapes, and preserves
a range of 25-40 films each year. Anthology's unique mission is to preserve,
present, and promote independent, avant-garde, and artist-made cinema; its
collections are of local, national, and international significance, encompassing
the multifaceted history of American and international experimental cinema.
AFA's collections are of high research value for the scholarly study of moving
images, specifically 20th-century American avant-garde and independent
filmmaking. This project will help to safeguard a large portion of AFA's film
print collection, mostly 16mm celluloid films, by creating more efficient and
secure long-term storage for our film holdings in all formats from 16mm and
35mm, to 8mm and Super-8mm.</p>
<p>&nbsp;</p>
","<p>The purchase of steel shelving to store part of a
collection consisting of approximately 25,000 independent, avant-garde, and
artist-made films and videos.&nbsp; They
include works by Stan Brakhage, Shirley Clarke, Joseph Cornell, Mayan Daren,
and other American filmmakers, dating from 1899 to the present. Anthology’s collections are
regularly accessed by scholars, students, curators, writers, and artists. They have been used in preparations for books, journal
articles, dissertations, general scholarly work, museum and gallery exhibitions,
and film screenings. Prints and digitized versions are frequently loaned to
theaters and institutions around the world; they include the British Film
Institute, the Broad Museum, the Cinémathèque de Toulouse, the Exploratorium in
San Francisco, and the Melbourne International Film Festival.</p>
",Film History and Criticism,0,,1,John Klacsmann [Project Director],1,Film History and Criticism
PG-258450-18,1,Canyon Cinema Foundation,National Organization,San Francisco,CA,94124-2653,USA,11,37.728680,-122.395080,11/1/2017 12:00:00 AM,2017,Purchase of Film Storage Shelving and Preservation Supplies.,Preservation Assistance Grants,Preservation and Access,6000.0000,0.0000,6000.0000,0.0000,6000.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"Canyon Cinema Foundation’s (CCF) collections of film and related paper material represent 90 years of independent, artist-made film history. CCF’s loan program for its circulating film print collection (over 3200 reels) supports programming and exhibition by educational and cultural institutions across the globe. CCF’s collections of historical documents are important to researchers studying the history and culture of independent filmmaking. We are seeking funding to fulfill the recommendations of a 2017 collections preservation needs assessment with the purchase of horizontal shelving and preservation supplies. This project supports ongoing efforts to improve storage, care, and management for our collections of motion picture film, periodicals, and documents.","<p>The
purchase of storage furniture and preservation supplies for more than 3,200
non-commercial, independent, and avant-garde films dating from the 1920s to the
present; the collection consists of works by some 250 filmmakers, including
Stan Brakhage, Peter Hutton, and Chick Strand, many of them based in the San
Francisco area and in other parts of the West Coast. </p>

",Film History and Criticism,0,,1,Seth Mitter [Project Director],3,Cultural History; Film History and Criticism; Media Studies
PG-258451-18,1,"Regents of the University of California, Berkeley",Four-Year College,Berkeley,CA,94704-5940,USA,12,37.87025,-122.26813,11/1/2017 12:00:00 AM,2017,"Preserving and Sustaining the Department of Music's Instrument Collection, University of California, Berkeley",Preservation Assistance Grants,Preservation and Access,5963.0000,0.0000,5963.0000,0.0000,5963.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"This NEH Preservation Grant is being sought to preserve a rare and important collection of historical musical instruments in the Department of Music at the University of California, Berkeley. Students, faculty, and the community benefit from access to this collection through many avenues. These include research into the object histories, their authenticity, and provenance. It also includes instruction, performance, and public programming. Some of the instruments are used for exhibition purposes in the Department of Music and elsewhere. With a historical range situated primarily in the 17th, 18th and 19th centuries, the instruments intersect with a long and rich cultural history. The NEH grant would support an environmental monitoring program and necessary preservation supplies and equipment so that these musical instruments will continue to resonate long into the foreseeable future.","Purchasing environmental monitoring equipment, storage furniture, and preservation supplies with which to preserve and sustain a large
collection of historical and rare musical instruments dating from the 17<sup>th</sup>
through the 19<sup>th</sup> centuries. The collection encompasses more than 150
instruments, including the world-renowned Salz Collection of stringed
instruments (with antique violins, violas, and bows), a collection of 18
Baroque instruments, as well as wind instruments (woodwinds and brasses),
percussion, keyboard, and other significant plucked and bowed stringed
instruments. Highlights from the collection, which are used for research and educational
programs, include the 1620 Antonio and Hieronymus Amati viola, made in Cremona,
Italy, that bears the unique painted coat of arms of the Venetian Radetti
family and was later acquired by Robert von Mendelssohn in Berlin in the early
19<sup>th</sup> century.",Music History and Criticism,0,,1,Nicholas Mathew [Project Director],1,Music History and Criticism
PG-258452-18,1,Frank Lloyd Wright Foundation,Historical Site/House,Scottsdale,AZ,85259-2537,USA,1,33.60134,-111.84981,11/1/2017 12:00:00 AM,2017,Taliesin and Taliesin West Site-Wide Temperature & Humidity Monitoring,Preservation Assistance Grants,Preservation and Access,6000.0000,0.0000,6000.0000,0.0000,6000.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"The purpose of this project is to purchase and install 31 Data Loggers in the historic interiors and collection storage areas at Taliesin in Wisconsin and Taliesin West in Arizona, Frank Lloyd Wright’s homes and working complexes. The Data Loggers will monitor spaces where historic furnishings and art are on display, books and periodicals are actively used, and drawings, artifacts and artworks are stored. The data will inform selection of future mechanical climate control systems, maximizing our ability to preserve these treasures.   Wright and his apprentices designed, built and often modified the buildings at both locations. The pastoral Wisconsin estate sharply contrasts his Arizona desert camp. These extraordinary buildings did not feature mechanical climate control during Wright’s lifetime, relying instead on architectural design elements to address changing weather. Today, as National Historic Landmarks, artificial climate control IS a concern.","The purchase and installation of environmental
monitoring equipment to aid in the preservation of collections housed at Taliesin in Spring Green, Wisconsin, and Taliesin West in Scottsdale, Arizona, modern
historic homes designed by architect Frank Lloyd Wright.&nbsp; The library, archival, and museum collections
in each home include historic furnishings, many designed by Wright himself,
Wright’s own Asian art collection, and architecture and design materials
related to the practice, history, and theory of architecture.",Architecture,0,,1,Margo Stipe [Project Director],3,Aesthetics; American Studies; Architecture
PG-258454-18,1,"Asheville Art Museum Association, Inc.",Art Museum,Asheville,NC,28801-3521,USA,11,35.59505,-82.55073,11/1/2017 12:00:00 AM,2017,Asheville Art Museum Works on Paper Assessment,Preservation Assistance Grants,Preservation and Access,6000.0000,0.0000,6000.0000,0.0000,6000.0000,0.0000,1/1/2018 12:00:00 AM,6/30/2019 12:00:00 AM,"The Asheville Art Museum requests support for a conservation assessment of selected works on paper from its Permanent Collection. Funding will specifically support bringing a paper conservator to the Museum to record the condition of these works, determine conservation priorities, and help train the Museum’s curatorial staff on best practices for the storage of works on paper.","Hiring a specialist conservator to conduct a preservation
assessment of approximately 100 selected works on paper, to record the
condition of the works, and to help train the museum’s curatorial staff in
stewardship practices for this media. The project would also support workshops
for the general public to raise awareness on preventive care for works on paper.
The collection includes American art from the Civil War era to the present day,
including work by both regional and national artists, including Josef and Anni
Albers and George Bellows, and the primary collection from Black Mountain
College that dates from 1933 to 1957 and represents several of the most
influential American artists of the 20<sup>th</sup> century, such as John
Rauschenberg, John Cage, and Jacob Lawrence. As a whole, the collection serves
as an important center for modern and contemporary art and crafts and a significant
educational resource for the western North Carolina region.",Art History and Criticism,0,,2,Carolyn Grosch [Project Director]; Thomas Schram [Project Director],2,"Art History and Criticism; Arts, General"
